Team_Name,Uploaded_Date,Format_Name,Category_Name,Element_Name,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score
Wisconsin Lutheran Warriors,2019-2-12,Offensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),30.6%,16.3,18.2,1.111,52%,Good,7.6,8.7,16.3,53.4%,53.4%,0%,6.1%,6.1%,"53.4%
"
Wisconsin Lutheran Warriors,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups,7.3%,3.9,3.8,0.99,60%,Good,2,1.8,3.9,47.5%,47.5%,0%,4%,4%,"47.5%
"
Wisconsin Lutheran Warriors,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.1%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Wisconsin Lutheran Warriors,2019-2-12,Offensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Wisconsin Lutheran Warriors,2019-2-12,Offensive,Catch and Shoot - Half Court,Catch and Shoot,31.7%,16.9,17.7,1.048,64%,Good,10.8,6.1,16.9,35.9%,52.3%,0%,0.2%,0.2%,"35.9%
"
Wisconsin Lutheran Warriors,2019-2-12,Offensive,Catch and Shoot - Half Court,Guarded,64.1%,10.8,11,1.011,66%,Very Good,7.1,3.8,10.8,34.8%,50.4%,0%,0.4%,0.4%,"34.8%
"
Wisconsin Lutheran Warriors,2019-2-12,Offensive,Catch and Shoot - Half Court,Unguarded,35.9%,6.1,6.8,1.114,56%,Good,3.8,2.3,6.1,38%,55.7%,0%,0%,0%,"38%
"
Wisconsin Lutheran Warriors,2019-2-12,Offensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,22.2%,11.9,10.1,0.848,73%,Very Good,7.2,4.7,11.9,39.8%,42.1%,0%,0.6%,0.6%,"39.8%
"
Wisconsin Lutheran Warriors,2019-2-12,Offensive,Jump Shot Range - half court,Short (<17'),27.8%,8.4,7.3,0.868,84%,Excellent,4.8,3.6,8.4,42.9%,42.9%,0%,1.4%,1.4%,"42.9%
"
Wisconsin Lutheran Warriors,2019-2-12,Offensive,Jump Shot Range - half court,Medium (17' to <3 point line),13.2%,4,3,0.75,65%,Very Good,2.5,1.5,4,37.5%,37.5%,0%,0%,0%,"37.5%
"
Wisconsin Lutheran Warriors,2019-2-12,Offensive,Jump Shot Range - half court,Long (3 point jump shots),59%,17.9,18.6,1.041,62%,Good,11.7,6.2,17.9,34.6%,51.9%,0%,0.2%,0.2%,"34.6%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Overall Offense,Overall,100%,81.9,78.4,0.958,85%,Excellent,30.6,29.2,59.8,48.8%,55%,17%,12.5%,8.8%,"44.4%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Overall Offense,Transition,15.2%,12.5,11.9,0.952,39%,Average,4.4,4.5,9,50.4%,55.4%,18.6%,12.8%,11.9%,"45.5%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Overall Offense,Overall Half Court,84.8%,69.4,66.6,0.959,91%,Excellent,26.2,24.6,50.8,48.5%,54.9%,16.8%,12.4%,8.2%,"44.2%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Overall Offense,Short Shot Clock <4 Seconds,3.6%,2.9,2.4,0.808,77%,Very Good,1.4,1,2.4,40%,45.8%,13.7%,5.5%,1.4%,"37%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Overall Offense,Out of Bounds (End),7.7%,5.4,5.4,1.007,91%,Excellent,2,2.1,4.1,51.5%,57.8%,14.9%,9.7%,9%,"47%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Overall Offense,Out of Bounds (Side),3.5%,2.4,2.1,0.883,73%,Very Good,1.1,0.9,2,44.9%,48%,11.7%,11.7%,8.3%,"40%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Overall Offense,After Time Outs,10.8%,7.5,6.8,0.91,72%,Very Good,2.6,2.5,5.1,48.8%,55.1%,20.2%,13.8%,8.5%,"42%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Overall Offense,Against Man,98.5%,68.4,65.3,0.955,91%,Excellent,25.8,24.2,50,48.4%,54.6%,16.9%,12.3%,8.3%,"44.1%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Overall Offense,Against Zone,1.5%,1,1.3,1.231,98%,Excellent,0.3,0.4,0.8,57.9%,71.1%,11.5%,15.4%,3.8%,"53.8%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Overall Offense,Press Offense,7.5%,5.2,5.8,1.115,97%,Excellent,1.8,2,3.8,53.7%,62.1%,13.1%,16.2%,5.4%,"52.3%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Play Types,Spot Up,18.8%,15.4,16.1,1.047,93%,Excellent,7.6,5.4,13,41.8%,56.9%,10.9%,6%,4.9%,"39.3%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Play Types,Transition,15.2%,12.5,11.9,0.952,39%,Average,4.4,4.5,9,50.4%,55.4%,18.6%,12.8%,11.9%,"45.5%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Play Types,P&R Ball Handler,14.2%,11.6,8.7,0.746,45%,Average,5.1,3.2,8.3,38.6%,41.8%,19.2%,11%,8.9%,"36.4%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Play Types,Cut,13.3%,10.9,14,1.29,97%,Excellent,2.5,6.1,8.6,71%,71%,10.7%,15.1%,14.3%,"66.2%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Play Types,Post-Up,7.9%,6.4,5.6,0.863,63%,Good,2.4,2.4,4.8,49.2%,49.2%,18%,9.3%,7.5%,"43.5%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Play Types,Hand Off,7.8%,6.4,5.6,0.869,64%,Good,3,1.9,4.9,39%,48.8%,15%,11.9%,10%,"35.6%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Play Types,Offensive Rebounds (put backs),4.8%,3.9,4.4,1.112,68%,Very Good,1.2,1.9,3.1,61.5%,62.2%,10.2%,12.2%,10.2%,"54.1%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Play Types,Isolation,4%,3.3,2.8,0.841,70%,Very Good,1.5,1,2.5,41.3%,46%,15.9%,9.8%,6.1%,"39%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Play Types,Off Screen,3.8%,3.1,2.8,0.909,58%,Good,1.7,1,2.7,38.2%,48.5%,10.4%,2.6%,2.6%,"35.1%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Play Types,P&R Roll Man,3.6%,2.9,3.6,1.219,89%,Excellent,0.8,1.4,2.2,63.6%,67.3%,11%,20.5%,16.4%,"60.3%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Play Types,Miscellaneous,6.7%,5.5,3.2,0.577,81%,Very Good,0.4,0.2,0.7,35.3%,41.2%,52.6%,35%,1.5%,"34.3%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Offense Including Passes,Isolations Including Passes,5.5%,4.5,4.8,1.062,98%,Excellent,1.7,1.8,3.5,51.1%,58.5%,13.3%,11.5%,8%,"48.7%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Offense Including Passes,Pick and Rolls Including Passes,25.8%,21.2,19.5,0.922,80%,Very Good,8.7,7.4,16.1,46.2%,51.6%,15.3%,11.3%,9.6%,"42.9%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Offense Including Passes,Post-Ups Including Passes,10.6%,8.7,8,0.917,65%,Very Good,3.4,3.4,6.8,49.7%,51.2%,15.2%,8.3%,6.9%,"45.2%
"
Concordia (WI) Falcons,2019-2-12,Offensive,During Pass Out Situations,ISO - Defense Commits,1.5%,1.2,2,1.645,99%,Excellent,0.2,0.8,1,76%,90%,6.5%,16.1%,12.9%,"74.2%
"
Concordia (WI) Falcons,2019-2-12,Offensive,During Pass Out Situations,P&R BH - Defense Commits,13.7%,11.2,11,0.975,92%,Excellent,3.6,4.2,7.8,54.1%,62%,22.8%,11.4%,8.9%,"44.1%
"
Concordia (WI) Falcons,2019-2-12,Offensive,During Pass Out Situations,Post-Up - Defense Commits,2.7%,2.2,2.4,1.071,58%,Good,1,1,2,51%,56.1%,7.1%,5.4%,5.4%,"50%
"
Concordia (WI) Falcons,2019-2-12,Offensive,During Trapping Situations,P&R BH - Traps,<1%,<0.1,0.1,3,-,-,0,<0.1,<0.1,100%,150%,0%,0%,0%,"100%
"
Concordia (WI) Falcons,2019-2-12,Offensive,During Trapping Situations,Post-Up - Hard Double,1.1%,0.9,0.7,0.818,52%,Good,0.2,0.3,0.5,58.3%,62.5%,36.4%,9.1%,9.1%,"40.9%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Shot Attempt - Half Court,Jump Shots,45%,22.9,24.5,1.07,91%,Excellent,14,8.9,22.9,38.8%,53%,0%,1%,1%,"38.8%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,2.8%,1.4,1.2,0.806,78%,Very Good,1,0.4,1.4,30.6%,40.3%,0%,0%,0%,"30.6%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Shot Attempt - Half Court,Runner,4.2%,2.1,1.3,0.604,15%,Below Average,1.5,0.6,2.1,30.2%,30.2%,0%,0%,0%,"30.2%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.3%,0.2,0.2,1,-,-,0.1,0.1,0.2,50%,50%,0%,0%,0%,"50%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),41.3%,21,26.2,1.25,93%,Excellent,8.2,12.8,21,60.8%,60.8%,0%,6.1%,6.1%,"60.8%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups,9.4%,4.8,4.8,1.008,66%,Very Good,2.4,2.4,4.8,49.2%,49.2%,0%,2.5%,2.5%,"49.2%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.2%,0.1,0.2,2,-,-,0,0.1,0.1,100%,100%,0%,0%,0%,"100%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Concordia (WI) Falcons,2019-2-12,Offensive,Catch and Shoot - Half Court,Catch and Shoot,26.7%,13.6,16.5,1.218,97%,Excellent,8.1,5.5,13.6,40.4%,60.2%,0%,1.5%,1.5%,"40.4%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Catch and Shoot - Half Court,Guarded,55.8%,7.6,9.6,1.27,100%,Excellent,4.4,3.2,7.6,41.8%,62.2%,0%,2.6%,2.6%,"41.8%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Catch and Shoot - Half Court,Unguarded,44.2%,6,6.9,1.153,67%,Very Good,3.7,2.3,6,38.7%,57.7%,0%,0%,0%,"38.7%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,15.6%,7.9,6.8,0.864,78%,Very Good,5,3,7.9,37.4%,42.9%,0%,0.5%,0.5%,"37.4%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Jump Shot Range - half court,Short (<17'),13.6%,3.1,2.8,0.885,89%,Excellent,1.8,1.4,3.1,43.6%,43.6%,0%,1.3%,1.3%,"43.6%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Jump Shot Range - half court,Medium (17' to <3 point line),10.1%,2.3,2.1,0.897,91%,Excellent,1.3,1,2.3,44.8%,44.8%,0%,0%,0%,"44.8%
"
Concordia (WI) Falcons,2019-2-12,Offensive,Jump Shot Range - half court,Long (3 point jump shots),76.2%,17.4,19.6,1.126,90%,Excellent,11,6.5,17.4,37.2%,55.7%,0%,1.1%,1.1%,"37.2%
"
Rockford Regents,2019-2-12,Offensive,Overall Offense,Overall,100%,90.8,82.6,0.91,64%,Good,37.6,30.6,68.2,44.8%,49.9%,14.7%,12.2%,7.8%,"42.6%
"
Rockford Regents,2019-2-12,Offensive,Overall Offense,Transition,18.2%,16.5,15.4,0.935,34%,Average,6.4,6,12.4,48.4%,53.5%,16.7%,10.4%,7.7%,"43.6%
"
Rockford Regents,2019-2-12,Offensive,Overall Offense,Overall Half Court,81.8%,74.3,67.2,0.904,73%,Very Good,31.2,24.6,55.8,44%,49%,14.2%,12.7%,7.8%,"42.4%
"
Rockford Regents,2019-2-12,Offensive,Overall Offense,Short Shot Clock <4 Seconds,2.2%,2,1.1,0.571,18%,Below Average,1.2,0.4,1.6,22.5%,26.3%,8.2%,10.2%,6.1%,"28.6%
"
Rockford Regents,2019-2-12,Offensive,Overall Offense,Out of Bounds (End),8%,5.9,5.8,0.973,85%,Excellent,2.5,2.1,4.6,45.6%,52.2%,13.5%,10.1%,8.1%,"44.6%
"
Rockford Regents,2019-2-12,Offensive,Overall Offense,Out of Bounds (Side),4.3%,3.2,1.6,0.506,2%,Poor,1.6,0.5,2,23.5%,25.5%,26.6%,10.1%,6.3%,"24.1%
"
Rockford Regents,2019-2-12,Offensive,Overall Offense,After Time Outs,11.7%,8.7,8,0.926,77%,Very Good,3.8,3.1,7,44.8%,48.9%,12.9%,8.3%,4.1%,"42.9%
"
Rockford Regents,2019-2-12,Offensive,Overall Offense,Against Man,94.6%,70.2,63.5,0.904,76%,Very Good,29.3,23.1,52.4,44.1%,49%,14.4%,13%,8%,"42.6%
"
Rockford Regents,2019-2-12,Offensive,Overall Offense,Against Zone,5.4%,4,3.6,0.901,52%,Good,2,1.4,3.4,42.4%,48.8%,10.9%,5.9%,5%,"39.6%
"
Rockford Regents,2019-2-12,Offensive,Overall Offense,Press Offense,5.9%,4.4,4.3,0.991,87%,Excellent,1.5,1.2,2.7,44.8%,50%,14.7%,24.8%,8.3%,"50.5%
"
Rockford Regents,2019-2-12,Offensive,Play Types,Transition,18.2%,16.5,15.4,0.935,34%,Average,6.4,6,12.4,48.4%,53.5%,16.7%,10.4%,7.7%,"43.6%
"
Rockford Regents,2019-2-12,Offensive,Play Types,Spot Up,17.3%,15.7,14.7,0.939,63%,Good,8.3,5.2,13.5,38.6%,50%,9.2%,6.1%,4.6%,"37.5%
"
Rockford Regents,2019-2-12,Offensive,Play Types,Post-Up,11.9%,10.8,10,0.93,81%,Very Good,4.2,4.1,8.2,49.5%,49.5%,11.9%,14.8%,10.4%,"46.3%
"
Rockford Regents,2019-2-12,Offensive,Play Types,Cut,10.4%,9.4,10.4,1.102,59%,Good,3.2,4.6,7.7,59.1%,59.1%,8.9%,11.4%,11%,"57.2%
"
Rockford Regents,2019-2-12,Offensive,Play Types,P&R Ball Handler,9.6%,8.7,6.7,0.774,56%,Good,3.9,2.5,6.4,39.4%,43.8%,18.4%,11.1%,9.2%,"35.9%
"
Rockford Regents,2019-2-12,Offensive,Play Types,Offensive Rebounds (put backs),7.5%,6.8,7,1.035,42%,Average,2.4,2.6,5,52.8%,53.2%,11.8%,18.8%,15.3%,"52.9%
"
Rockford Regents,2019-2-12,Offensive,Play Types,Off Screen,6.3%,5.7,5.8,1.014,81%,Very Good,3.2,2.1,5.3,40.2%,51.1%,4.2%,4.2%,3.5%,"40.6%
"
Rockford Regents,2019-2-12,Offensive,Play Types,Isolation,5.8%,5.3,3.4,0.636,13%,Poor,2.8,1.2,4,29.3%,30.3%,11.4%,15.2%,10.6%,"33.3%
"
Rockford Regents,2019-2-12,Offensive,Play Types,P&R Roll Man,3.1%,2.8,2.7,0.958,47%,Average,1.4,1,2.4,42.6%,49.2%,8.5%,5.6%,2.8%,"42.3%
"
Rockford Regents,2019-2-12,Offensive,Play Types,Hand Off,2.9%,2.6,1.8,0.708,28%,Below Average,1.4,0.7,2.1,32.1%,36.8%,12.3%,7.7%,6.2%,"32.3%
"
Rockford Regents,2019-2-12,Offensive,Play Types,Miscellaneous,7.1%,6.4,4.5,0.702,96%,Excellent,0.6,0.6,1.2,48.3%,55.2%,49.7%,32.9%,1.2%,"37.3%
"
Rockford Regents,2019-2-12,Offensive,Offense Including Passes,Isolations Including Passes,7.2%,6.5,4.5,0.693,13%,Poor,3.4,1.6,5,32.8%,34.8%,11.7%,12.9%,9.2%,"35%
"
Rockford Regents,2019-2-12,Offensive,Offense Including Passes,Pick and Rolls Including Passes,17.4%,15.8,13.4,0.843,50%,Average,7.6,5,12.6,39.9%,45.6%,12.9%,9.3%,7.6%,"38.6%
"
Rockford Regents,2019-2-12,Offensive,Offense Including Passes,Post-Ups Including Passes,14.5%,13.2,12.7,0.967,81%,Very Good,5.2,5.1,10.3,49.6%,51.6%,10.9%,13.4%,9.1%,"46.5%
"
Rockford Regents,2019-2-12,Offensive,During Pass Out Situations,ISO - Defense Commits,1.4%,1.2,1.2,0.935,45%,Average,0.6,0.5,1,46.2%,51.9%,12.9%,3.2%,3.2%,"41.9%
"
Rockford Regents,2019-2-12,Offensive,During Pass Out Situations,P&R BH - Defense Commits,9.5%,8.6,6.8,0.787,45%,Average,3.7,2.5,6.2,40.4%,47.4%,21.3%,6.9%,4.6%,"35.6%
"
Rockford Regents,2019-2-12,Offensive,During Pass Out Situations,Post-Up - Defense Commits,2.6%,2.4,2.7,1.136,67%,Very Good,1,1,2.1,50%,59.6%,6.8%,6.8%,3.4%,"47.5%
"
Rockford Regents,2019-2-12,Offensive,During Trapping Situations,P&R BH - Traps,0.1%,0.1,0.1,1,-,-,0,0,0,-,-,50%,50%,0%,"50%
"
Rockford Regents,2019-2-12,Offensive,During Trapping Situations,Post-Up - Hard Double,1.5%,1.4,1,0.735,34%,Average,0.8,0.4,1.2,34.5%,39.7%,14.7%,2.9%,2.9%,"29.4%
"
Rockford Regents,2019-2-12,Offensive,Shot Attempt - Half Court,Jump Shots,42.8%,23.9,22.8,0.956,59%,Good,15.3,8.6,23.9,35.8%,47.6%,0%,0.8%,0.8%,"35.8%
"
Rockford Regents,2019-2-12,Offensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,1.7%,1,0.4,0.375,11%,Poor,0.8,0.1,1,12.5%,18.8%,0%,0%,0%,"12.5%
"
Rockford Regents,2019-2-12,Offensive,Shot Attempt - Half Court,Runner,4.8%,2.7,1.3,0.493,4%,Poor,2,0.6,2.7,23.9%,23.9%,0%,4.5%,4.5%,"23.9%
"
Rockford Regents,2019-2-12,Offensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.1%,<0.1,0.1,2,-,-,0,<0.1,<0.1,100%,100%,0%,0%,0%,"100%
"
Rockford Regents,2019-2-12,Offensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),37.6%,21,23,1.095,44%,Average,9.7,11.3,21,53.7%,53.7%,0%,4%,4%,"53.7%
"
Rockford Regents,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups,14.8%,8.2,8.4,1.019,68%,Very Good,4.2,4.1,8.2,49.5%,49.5%,0%,3.9%,3.9%,"49.5%
"
Rockford Regents,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Rockford Regents,2019-2-12,Offensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Rockford Regents,2019-2-12,Offensive,Catch and Shoot - Half Court,Catch and Shoot,24.7%,13.8,14.5,1.055,66%,Very Good,8.8,5,13.8,36.3%,52.8%,0%,0%,0%,"36.3%
"
Rockford Regents,2019-2-12,Offensive,Catch and Shoot - Half Court,Guarded,60.2%,8.3,7.5,0.908,38%,Average,5.7,2.6,8.3,31.4%,45.4%,0%,0%,0%,"31.4%
"
Rockford Regents,2019-2-12,Offensive,Catch and Shoot - Half Court,Unguarded,39.8%,5.5,7,1.277,92%,Excellent,3.1,2.4,5.5,43.8%,63.9%,0%,0%,0%,"43.8%
"
Rockford Regents,2019-2-12,Offensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,15%,8.4,6.6,0.785,50%,Average,5.5,2.8,8.4,34%,39.2%,0%,1%,1%,"34%
"
Rockford Regents,2019-2-12,Offensive,Jump Shot Range - half court,Short (<17'),19.3%,4.6,3.7,0.809,68%,Very Good,2.8,1.8,4.6,39.1%,39.1%,0%,2.6%,2.6%,"39.1%
"
Rockford Regents,2019-2-12,Offensive,Jump Shot Range - half court,Medium (17' to <3 point line),14.2%,3.4,2.3,0.682,45%,Average,2.2,1.2,3.4,34.1%,34.1%,0%,2.4%,2.4%,"34.1%
"
Rockford Regents,2019-2-12,Offensive,Jump Shot Range - half court,Long (3 point jump shots),66.5%,15.9,16.8,1.058,69%,Very Good,10.3,5.6,15.9,35.3%,52.9%,0%,0%,0%,"35.3%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Overall Offense,Overall,100%,85.3,78,0.914,67%,Very Good,38.1,27.8,65.9,42.2%,49.3%,12.5%,12.6%,9%,"41.3%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Overall Offense,Transition,21.5%,18.3,18.4,1.007,62%,Good,7,6.6,13.6,48.5%,56.8%,13.5%,15.7%,12.2%,"45.9%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Overall Offense,Overall Half Court,78.5%,67,59.6,0.889,66%,Very Good,31.1,21.2,52.3,40.5%,47.4%,12.2%,11.8%,8.1%,"40%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Overall Offense,Short Shot Clock <4 Seconds,2.7%,2.3,2,0.845,86%,Excellent,1.3,0.7,2,36%,44%,3.4%,10.3%,6.9%,"37.9%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Overall Offense,Out of Bounds (End),6.4%,4.3,4.4,1.028,93%,Excellent,2.1,1.6,3.7,43%,54.3%,8.4%,7.5%,7.5%,"41.1%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Overall Offense,Out of Bounds (Side),4.2%,2.8,3,1.042,93%,Excellent,1.1,1.1,2.2,50%,57.4%,12.7%,14.1%,8.5%,"46.5%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Overall Offense,After Time Outs,12.7%,8.5,6.9,0.808,37%,Average,3.8,2.6,6.5,40.7%,47.5%,16.9%,8.5%,6.1%,"35.7%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Overall Offense,Against Man,99%,66.4,59,0.889,70%,Very Good,30.8,21,51.8,40.5%,47.3%,12.2%,11.8%,8.2%,"40%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Overall Offense,Against Zone,1%,0.6,0.6,0.875,44%,Average,0.3,0.2,0.5,41.7%,54.2%,18.8%,6.3%,0%,"37.5%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Overall Offense,Press Offense,5.6%,3.8,3,0.798,41%,Average,1.3,0.9,2.2,40.7%,46.3%,21.3%,22.3%,7.4%,"41.5%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Play Types,Spot Up,25.6%,21.8,19.6,0.897,48%,Average,12.3,6.7,19,35.2%,46.4%,7.3%,7.1%,5.5%,"35.9%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Play Types,Transition,21.5%,18.3,18.4,1.007,62%,Good,7,6.6,13.6,48.5%,56.8%,13.5%,15.7%,12.2%,"45.9%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Play Types,Isolation,11.6%,9.9,9.2,0.927,90%,Excellent,3.8,3.2,7.1,45.8%,49.4%,16.5%,17.3%,14.5%,"44%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Play Types,P&R Ball Handler,7.8%,6.7,5.3,0.796,64%,Good,3.4,1.8,5.2,35.4%,42.7%,13.8%,9.6%,7.2%,"35.3%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Play Types,Off Screen,6.5%,5.6,4.8,0.856,44%,Average,3.2,1.8,5,35.5%,44%,5%,7.2%,5.8%,"35.3%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Play Types,Cut,5.8%,5,5.9,1.185,83%,Excellent,1.8,2.6,4.4,59.6%,59.6%,4.8%,10.5%,9.7%,"59.7%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Play Types,Offensive Rebounds (put backs),4.7%,4,4.4,1.089,59%,Good,1.4,1.7,3.1,55.1%,56.4%,10.9%,14.9%,12.9%,"54.5%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Play Types,Post-Up,3.7%,3.1,2.6,0.833,53%,Good,1.4,1.1,2.5,43.5%,43.5%,10.3%,11.5%,10.3%,"43.6%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Play Types,P&R Roll Man,3.4%,2.9,2.8,0.986,54%,Good,1.4,1,2.4,41%,49.2%,5.6%,11.1%,11.1%,"43.1%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Play Types,Hand Off,3.3%,2.8,2.1,0.746,34%,Average,1.6,0.8,2.4,32.8%,38.5%,8.5%,7%,7%,"31%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Play Types,Miscellaneous,6%,5.2,2.8,0.55,74%,Very Good,0.8,0.5,1.3,37.5%,40.6%,45.7%,30.2%,3.1%,"31.8%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Offense Including Passes,Isolations Including Passes,15.6%,13.3,12.1,0.91,79%,Very Good,5.9,4.4,10.2,42.6%,48%,13.6%,13.6%,11.4%,"41.6%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Offense Including Passes,Pick and Rolls Including Passes,14.5%,12.4,10.9,0.883,66%,Very Good,6.4,3.8,10.2,37.5%,45.5%,9.1%,9.4%,7.8%,"38.2%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Offense Including Passes,Post-Ups Including Passes,5%,4.3,3.7,0.86,48%,Average,2,1.4,3.4,41.9%,43.6%,8.4%,12.1%,10.3%,"43.9%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,During Pass Out Situations,ISO - Defense Commits,3.9%,3.4,2.9,0.857,31%,Average,2,1.1,3.2,35.4%,44.9%,4.8%,2.4%,2.4%,"34.5%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,During Pass Out Situations,P&R BH - Defense Commits,7.4%,6.3,5.6,0.892,78%,Very Good,3,2,5,39.7%,48.4%,12.7%,8.3%,7.6%,"37.6%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,During Pass Out Situations,Post-Up - Defense Commits,1.4%,1.2,1.1,0.931,34%,Average,0.6,0.4,1,37.5%,43.8%,3.4%,13.8%,10.3%,"44.8%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,During Trapping Situations,P&R BH - Traps,0.2%,0.2,0.2,1.25,-,-,<0.1,0.1,0.1,66.7%,83.3%,25%,0%,0%,"50%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,During Trapping Situations,Post-Up - Hard Double,0.5%,0.4,0.2,0.545,12%,Poor,0.2,0.1,0.3,28.6%,28.6%,27.3%,9.1%,9.1%,"27.3%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Shot Attempt - Half Court,Jump Shots,59%,30.9,27.3,0.885,29%,Below Average,20.9,10,30.9,32.4%,44%,0%,0.4%,0.4%,"32.4%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,2.4%,1.3,0.9,0.688,61%,Good,1,0.3,1.3,25%,34.4%,0%,0%,0%,"25%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Shot Attempt - Half Court,Runner,4.9%,2.6,2.2,0.844,79%,Very Good,1.5,1,2.6,40.6%,40.6%,0%,4.7%,4.7%,"40.6%
"
